building_id,geo_level_1_id,geo_level_2_id,geo_level_3_id,count_floors_pre_eq,age,area,height,land_surface_condition,foundation_type,roof_type,ground_floor_type,other_floor_type,position,plan_configuration,has_superstructure_adobe_mud,has_superstructure_mud_mortar_stone,has_superstructure_stone_flag,has_superstructure_cement_mortar_stone,has_superstructure_mud_mortar_brick,has_superstructure_cement_mortar_brick,has_superstructure_timber,has_superstructure_bamboo,has_superstructure_rc_non_engineered,has_superstructure_rc_engineered,has_superstructure_other,legal_ownership_status,count_families,has_secondary_use,has_secondary_use_agriculture,has_secondary_use_hotel,has_secondary_use_rental,has_secondary_use_institution,has_secondary_use_school,has_secondary_use_industry,has_secondary_use_health_post,has_secondary_use_gov_office,has_secondary_use_use_police,has_secondary_use_other,square,difference
5188,10,754,6481,2,10,70,4,d502,337f,e0e2,b1b4,f962,bfba,a779,0,1,0,0,0,0,1,1,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,8.366600265340756,4.366600265340756
7744,3,359,726,4,995,76,8,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,6.0,0.0,0,0,0,0,0,0,0,0,0,0,8.717797887081348,0.717797887081348
1875,2,35,45,2,15,45,5,d502,467b,67f9,467b,67f9,bcab,84cf,0,0,0,0,0,1,0,0,0,1,0,cae1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,6.708203932499369,1.7082039324993694
17710,0,240,464,2,0,35,5,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,1.0,1,0,0,0,0,0,0,0,0,0,5.916079783099616,0.9160797830996161
15683,2,53,278,3,20,29,5,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,5.385164807134504,0.38516480713450374
6780,6,277,4735,2,30,24,4,d502,858b,e0e2,b1b4,f962,3356,a779,0,0,0,0,0,0,1,0,0,0,0,cae1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,4.898979485566356,0.8989794855663558
12357,3,49,119,2,10,28,6,808e,467b,67f9,467b,67f9,bcab,a779,0,0,0,0,0,0,0,0,1,0,0,bb5f,1.0,0.0,0,0,0,0,0,0,0,0,0,0,5.291502622129181,-0.7084973778708186
11364,9,2,235,4,100,32,7,d502,337f,7e76,b1b4,f962,bfba,a779,0,0,0,0,1,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,5.656854249492381,-1.3431457505076194
19999,8,466,4402,2,10,37,5,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,2.0,0.0,0,0,0,0,0,0,0,0,0,0,6.082762530298219,1.0827625302982193
12592,2,22,470,3,40,17,8,d502,337f,7e76,b440,9eb0,bfba,a779,0,1,0,0,0,0,1,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,4.123105625617661,-3.8768943743823394
4256,13,322,4177,1,15,20,3,d502,337f,7e76,b1b4,441a,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,4.47213595499958,1.4721359549995796
18793,8,318,1043,3,40,35,6,d502,337f,e0e2,b1b4,9eb0,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,5.916079783099616,-0.08392021690038387
16102,9,41,1518,3,70,54,5,808e,337f,7e76,b1b4,f962,3356,a779,1,0,0,0,0,0,0,0,0,0,0,c8e1,2.0,0.0,0,0,0,0,0,0,0,0,0,0,7.3484692283495345,2.3484692283495345
12556,0,256,1372,2,45,32,4,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,5.656854249492381,1.6568542494923806
12981,9,11,84,2,30,24,4,d502,6c3e,7e76,b1b4,f962,bfba,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,1.0,1,0,0,0,0,0,0,0,0,0,4.898979485566356,0.8989794855663558
12921,2,93,543,2,15,24,6,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,2.0,0.0,0,0,0,0,0,0,0,0,0,0,4.898979485566356,-1.1010205144336442
3134,3,366,557,2,0,53,4,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,7.280109889280518,3.280109889280518
960,13,836,6663,2,0,33,5,d502,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,5.744562646538029,0.7445626465380286
9565,11,290,3873,3,80,14,5,d502,337f,e0e2,b1b4,f962,bcab,a779,1,0,0,0,1,0,0,0,0,0,0,bb5f,1.0,0.0,0,0,0,0,0,0,0,0,0,0,3.7416573867739413,-1.2583426132260587
9193,7,721,5307,2,5,39,3,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,6.244997998398398,3.2449979983983983
10606,8,406,2241,3,0,25,5,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5.0,0.0
147,6,113,1007,2,5,31,3,d502,858b,e0e2,b1b4,9eb0,3356,a779,0,0,0,0,0,0,1,0,0,0,0,c8e1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5.5677643628300215,2.5677643628300215
11624,11,17,579,3,25,42,7,d502,337f,e0e2,b1b4,f962,3356,a779,0,0,0,0,1,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,6.48074069840786,-0.5192593015921396
12582,10,361,4175,2,5,34,3,d502,337f,7e76,b440,f962,3356,a779,0,1,0,0,0,0,1,1,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,5.830951894845301,2.8309518948453007
17120,8,425,7030,1,5,40,3,808e,337f,7e76,b1b4,441a,bcab,a779,0,1,0,1,0,0,1,1,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,6.324555320336759,3.324555320336759
13809,0,75,105,2,10,35,5,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,5.916079783099616,0.9160797830996161
6481,0,7,61,2,25,21,5,d502,337f,7e76,b1b4,9eb0,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,2.0,0.0,0,0,0,0,0,0,0,0,0,0,4.58257569495584,-0.41742430504416017
19518,16,286,5849,3,5,33,7,d502,337f,7e76,b1b4,f962,3356,a779,0,0,0,0,1,1,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,5.744562646538029,-1.2554373534619714
16837,0,148,937,3,60,35,5,808e,337f,7e76,b1b4,f962,bfba,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,5.916079783099616,0.9160797830996161
14360,9,29,3149,1,15,34,3,d502,337f,7e76,b1b4,441a,3356,a779,1,0,0,0,1,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,5.830951894845301,2.8309518948453007
259,4,403,1026,2,20,37,3,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,cae1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,6.082762530298219,3.0827625302982193
6218,5,340,2502,2,25,36,5,d502,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,6.0,1.0
10314,1,23,192,1,5,37,2,d502,858b,7e76,b1b4,441a,bfba,a779,0,0,0,0,0,0,1,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,6.082762530298219,4.082762530298219
19665,8,139,1320,2,80,34,4,d502,337f,e0e2,b1b4,f962,3356,a779,0,1,1,0,0,0,1,1,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,5.830951894845301,1.8309518948453007
18207,14,19,253,2,5,80,5,d502,337f,7e76,b1b4,9eb0,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,8.94427190999916,3.944271909999159
16502,2,241,3423,2,10,24,3,d502,337f,e0e2,b1b4,9eb0,3356,a779,0,1,0,0,0,0,1,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,4.898979485566356,1.8989794855663558
2376,7,647,5687,3,15,29,5,d502,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,5.385164807134504,0.38516480713450374
7137,9,9,882,3,30,112,5,d502,337f,e0e2,b1b4,9eb0,3356,a779,0,0,0,0,1,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,10.583005244258363,5.583005244258363
9306,10,487,3727,1,50,24,2,d502,337f,7e76,b1b4,441a,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4.898979485566356,2.8989794855663558
3658,11,17,3649,3,50,37,5,d502,337f,7e76,b1b4,f962,bfba,a779,1,0,0,0,0,0,0,0,0,0,0,c8e1,1.0,1.0,0,0,1,0,0,0,0,0,0,0,6.082762530298219,1.0827625302982193
17905,7,291,1950,2,20,21,4,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,4.58257569495584,0.5825756949558398
12101,6,695,6680,2,25,42,7,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,6.48074069840786,-0.5192593015921396
10931,5,94,1509,2,10,23,7,d502,337f,7e76,e26c,9eb0,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,4.795831523312719,-2.204168476687281
404,2,93,621,3,10,30,5,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,5.477225575051661,0.4772255750516612
7087,8,305,2946,2,10,34,4,d502,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,5.830951894845301,1.8309518948453007
1815,3,395,1150,2,10,44,3,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,6.6332495807108,3.6332495807107996
2860,5,398,3435,3,0,37,7,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,6.082762530298219,-0.9172374697017807
17546,2,56,564,2,5,46,3,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,6.782329983125268,3.782329983125268
3328,4,4,28,2,25,41,5,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,6.4031242374328485,1.4031242374328485
8232,12,24,195,2,15,54,6,d502,337f,7e76,b1b4,f962,3356,a779,1,0,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,7.3484692283495345,1.3484692283495345
18937,4,316,2758,3,30,49,7,d502,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,7.0,0.0
8970,0,105,2388,3,20,51,8,d502,6c3e,67f9,467b,9eb0,bfba,a779,0,0,0,0,0,1,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,7.14142842854285,-0.8585715714571496
6097,1,162,916,1,5,17,2,808e,858b,7e76,b1b4,441a,3356,a779,0,0,0,0,0,0,1,1,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,4.123105625617661,2.1231056256176606
17293,5,706,6539,3,25,17,6,d502,337f,e0e2,b1b4,f962,bfba,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,4.123105625617661,-1.8768943743823394
16309,1,42,226,2,15,28,5,2f15,858b,7e76,b1b4,9eb0,3356,a779,0,1,0,0,0,0,1,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,5.291502622129181,0.29150262212918143
11285,15,125,730,3,0,76,6,d502,337f,7e76,b1b4,9eb0,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,8.717797887081348,2.717797887081348
12995,3,345,6320,1,5,31,2,d502,337f,7e76,b1b4,441a,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,5.5677643628300215,3.5677643628300215
10704,8,425,764,1,65,23,2,808e,337f,7e76,b1b4,441a,bfba,a779,0,1,0,0,0,0,1,1,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,4.795831523312719,2.795831523312719
18141,13,121,1642,2,40,60,4,d502,337f,7e76,b440,9eb0,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,7.745966692414834,3.745966692414834
904,2,120,160,1,0,93,3,d502,467b,67f9,467b,67f9,3356,a779,0,0,0,0,0,0,0,0,0,1,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,9.643650760992955,6.643650760992955
15017,21,865,8357,2,15,36,4,d502,337f,e0e2,b1b4,f962,bfba,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,6.0,2.0
4704,6,57,102,2,0,39,5,d502,bb5f,e0e2,b1b4,f962,3356,a779,0,0,0,1,0,0,0,1,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,6.244997998398398,1.2449979983983983
10632,8,117,514,2,5,16,3,d502,337f,7e76,b1b4,f962,bfba,a779,0,1,0,0,0,0,0,0,0,0,0,cae1,1.0,1.0,1,0,0,0,0,0,0,0,0,0,4.0,1.0
3229,10,433,1486,2,30,37,3,808e,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,6.082762530298219,3.0827625302982193
13122,0,600,5083,2,15,30,5,d502,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,5.477225575051661,0.4772255750516612
18387,4,336,5288,2,20,30,5,d502,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,5.477225575051661,0.4772255750516612
16568,0,217,2169,3,10,47,6,d502,337f,7e76,b1b4,f962,3356,a779,1,1,0,0,0,0,0,0,0,0,0,c8e1,0.0,1.0,0,0,1,0,0,0,0,0,0,0,6.855654600401044,0.8556546004010439
11312,4,389,1098,2,20,29,5,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,5.385164807134504,0.38516480713450374
7468,3,126,2187,2,0,41,5,d502,337f,7e76,b1b4,f962,bfba,84cf,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,6.4031242374328485,1.4031242374328485
18559,2,168,1818,3,35,33,5,2f15,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,1,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,5.744562646538029,0.7445626465380286
3107,17,43,450,1,0,92,3,d502,467b,67f9,467b,441a,bfba,a779,0,0,0,0,0,0,0,0,1,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,9.591663046625438,6.591663046625438
2179,13,493,4709,2,15,51,5,2f15,337f,7e76,b1b4,9eb0,bfba,a779,0,1,0,0,0,0,1,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,7.14142842854285,2.1414284285428504
9709,7,140,4525,2,0,52,4,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,3.0,0.0,0,0,0,0,0,0,0,0,0,0,7.211102550927978,3.2111025509279782
18049,0,16,48,2,40,56,3,d502,337f,7e76,b1b4,f962,3356,a779,1,0,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,7.483314773547883,4.483314773547883
6939,0,7,37,4,5,42,12,d502,467b,67f9,467b,67f9,bfba,a779,0,0,0,0,0,1,0,0,1,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,6.48074069840786,-5.51925930159214
18483,12,12,227,3,20,39,6,d502,bb5f,e0e2,467b,f962,3356,a779,1,0,0,0,1,0,0,0,0,0,0,c8e1,2.0,0.0,0,0,0,0,0,0,0,0,0,0,6.244997998398398,0.2449979983983983
10409,3,153,1296,2,15,21,4,d502,337f,e0e2,b1b4,f962,bfba,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,4.58257569495584,0.5825756949558398
13813,6,450,2429,1,5,50,2,d502,337f,e0e2,b1b4,441a,3356,a779,0,1,0,0,0,0,1,1,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,7.0710678118654755,5.0710678118654755
11423,2,400,2641,2,5,18,4,d502,337f,7e76,b440,f962,3356,a779,0,1,0,0,0,0,1,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,4.242640687119285,0.24264068711928477
5996,9,20,391,3,30,65,8,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,8.06225774829855,0.06225774829854913
4991,11,624,5200,2,20,54,4,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,1,1,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,7.3484692283495345,3.3484692283495345
8021,10,348,2534,2,0,35,4,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,5.916079783099616,1.9160797830996161
37,3,226,2207,3,30,44,6,d502,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,1,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,6.6332495807108,0.6332495807107996
11912,7,291,2392,2,5,27,3,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,3.0,0.0,0,0,0,0,0,0,0,0,0,0,5.196152422706632,2.196152422706632
13028,3,126,2818,2,40,26,6,d502,337f,e0e2,b1b4,f962,bfba,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,5.0990195135927845,-0.9009804864072155
6305,20,778,6742,2,40,18,5,808e,337f,7e76,b1b4,9eb0,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,4.242640687119285,-0.7573593128807152
10075,0,379,2854,2,15,42,6,d502,337f,7e76,b1b4,f962,3356,8e3f,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,6.48074069840786,0.4807406984078604
1904,27,1208,10896,2,20,41,5,d502,337f,7e76,b1b4,9eb0,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,6.4031242374328485,1.4031242374328485
8680,6,323,1863,2,0,52,4,d502,858b,e0e2,b1b4,9eb0,3356,a779,0,0,0,0,0,0,1,1,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,7.211102550927978,3.2111025509279782
3363,8,445,4697,1,10,36,2,808e,337f,7e76,b1b4,441a,bfba,a779,0,1,0,0,0,0,1,0,0,0,1,c8e1,2.0,0.0,0,0,0,0,0,0,0,0,0,0,6.0,4.0
1767,8,355,2779,2,25,50,4,d502,337f,7e76,b440,9eb0,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,1.0,1,0,0,0,0,0,0,0,0,0,7.0710678118654755,3.0710678118654755
15134,21,875,6219,2,15,16,4,d502,858b,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,4.0,0.0
14923,3,495,2960,2,10,44,5,808e,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,1,0,0,0,0,c8e1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6.6332495807108,1.6332495807107996
9106,5,649,5339,3,20,10,4,d502,337f,7e76,b1b4,f962,bcab,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,3.1622776601683795,-0.8377223398316205
6664,0,34,309,2,90,44,5,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,6.6332495807108,1.6332495807107996
11529,3,202,914,3,10,59,6,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,7.681145747868608,1.6811457478686078
1542,3,40,405,3,55,36,5,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,6.0,1.0
3035,2,254,3391,2,5,17,3,d502,337f,7e76,b440,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,4.123105625617661,1.1231056256176606
1233,3,341,1121,3,5,22,5,d502,337f,e0e2,b1b4,f962,bfba,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,4.69041575982343,-0.30958424017657027
10101,19,581,6514,2,5,56,4,d502,337f,7e76,b1b4,9eb0,bfba,a779,0,1,0,0,0,0,1,0,0,0,0,c8e1,1.0,1.0,1,0,0,0,0,0,0,0,0,0,7.483314773547883,3.4833147735478827
18595,5,158,315,3,10,51,6,d502,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,1,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,7.14142842854285,1.1414284285428504
1109,19,648,3277,2,100,37,7,d502,bb5f,7e76,b1b4,9eb0,bfba,a779,0,0,1,0,0,0,1,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,6.082762530298219,-0.9172374697017807
6834,14,250,5054,1,15,88,3,d502,467b,67f9,467b,441a,3356,a779,0,0,0,0,0,1,0,0,1,0,0,c8e1,0.0,1.0,0,0,1,0,0,0,0,0,0,0,9.38083151964686,6.3808315196468595
931,4,79,1636,2,30,56,4,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,1.0,0,1,0,0,0,0,0,0,0,0,7.483314773547883,3.4833147735478827
11775,30,955,11943,2,40,85,5,d502,337f,7e76,b440,f962,3356,a779,0,1,0,0,0,0,1,1,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,9.219544457292887,4.219544457292887
18854,4,365,1618,2,40,26,4,808e,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,ab03,1.0,0.0,0,0,0,0,0,0,0,0,0,0,5.0990195135927845,1.0990195135927845
12183,2,55,1617,2,0,23,3,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,4.795831523312719,1.7958315233127191
9508,13,460,2274,1,25,42,2,d502,467b,67f9,467b,441a,3356,a779,0,0,0,0,0,1,0,0,1,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,6.48074069840786,4.48074069840786
16654,2,44,92,2,15,36,3,d502,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,1,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,6.0,3.0
1279,5,649,5464,1,25,25,3,d502,337f,7e76,b1b4,441a,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5.0,2.0
19823,14,770,8084,2,20,22,4,d502,337f,e0e2,b1b4,f962,3356,a779,0,1,0,0,0,0,1,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,4.69041575982343,0.6904157598234297
3918,4,182,2760,2,0,30,4,d502,337f,7e76,b1b4,f962,bfba,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,5.477225575051661,1.4772255750516612
19157,0,379,2218,2,15,38,6,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,6.164414002968976,0.16441400296897601
17440,13,523,3326,2,20,53,4,d502,337f,7e76,b1b4,9eb0,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,7.280109889280518,3.280109889280518
4980,12,27,899,2,40,17,5,d502,337f,7e76,b440,f962,3356,a779,1,1,0,0,0,0,1,1,0,0,0,c8e1,2.0,0.0,0,0,0,0,0,0,0,0,0,0,4.123105625617661,-0.8768943743823394
13840,6,588,4355,2,5,52,5,808e,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,7.211102550927978,2.2111025509279782
6557,12,13,296,3,15,35,7,d502,337f,7e76,b1b4,f962,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,5.916079783099616,-1.0839202169003839
16161,3,350,2119,1,50,28,2,d502,337f,7e76,b1b4,441a,3356,a779,0,1,0,0,0,0,0,0,0,0,0,c8e1,2.0,0.0,0,0,0,0,0,0,0,0,0,0,5.291502622129181,3.2915026221291814
86,19,177,788,2,25,56,4,d502,337f,7e76,b1b4,f962,3356,a779,0,1,1,0,0,0,1,0,0,0,0,c8e1,2.0,0.0,0,0,0,0,0,0,0,0,0,0,7.483314773547883,3.4833147735478827
